instance_id,average_message_length,avg_num_words_between_commands,avg_time_between_message_and_command,event_count,message_count,message_to_command_ratio,num_participants,num_turns,num_words_per_turn,ratio_of_commands_without_message
1653886668-b5a8c962-2404-473a-978f-1058cee24726,7.27027027027027,23.0,52.86553853005171,274.0,212.0,0.16037735849056603,5.0,5.0,135.6,0.058823529411764705
1653889597-84a4a371-cb1a-4249-80c2-eb6b39ad8929,9.551020408163266,21.272727272727273,12.807697798076429,133.0,97.0,0.21649484536082475,5.0,4.0,64.25,0.09523809523809523
1653890767-b637df3e-bda6-4b4f-955e-b6c1c60d666f,6.8293333333333335,47.092592592592595,25.69244395985323,596.0,511.0,0.10371819960861056,11.0,7.0,224.71428571428572,0.03773584905660377
1653891433-a2bd9354-c780-4d65-ab4c-ed1083b4de4a,6.444444444444445,15.529411764705882,63.29485980669657,433.0,317.0,0.2113564668769716,7.0,14.0,68.14285714285714,0.014925373134328358
1653891891-520c4bb1-1c1e-4253-8dbc-a51183bdc7e3,3.7803030303030303,12.794871794871796,22.656455871037075,284.0,216.0,0.17592592592592593,3.0,5.0,74.0,0.07894736842105263
1653894321-4b4aac30-6537-457e-b152-67c201f4978e,7.691056910569106,35.1,120.44311743715535,443.0,359.0,0.13649025069637882,12.0,8.0,85.375,0.061224489795918366
1653896334-b9e6fdf9-8623-4f4f-999f-723261516a9f,4.32258064516129,2.216666666666667,158.58794376724646,238.0,147.0,0.4013605442176871,5.0,10.0,11.6,0.3559322033898305
1653898295-a8aa7165-6600-4fd2-9bd1-38de189a27a2,7.4780092592592595,20.661237785016286,89.65995027287171,2124.0,1588.0,0.19269521410579346,15.0,104.0,52.13461538461539,0.00980392156862745
1653898977-2468e700-6ee0-4827-8d03-2315cb828041,4.609756097560975,3.4054054054054053,159.11543013464728,472.0,295.0,0.3728813559322034,5.0,23.0,15.217391304347826,0.03636363636363636
1653900613-4625fb3c-86b1-4442-90ae-1bdde5d239ac,5.25,18.566666666666666,20.336334730016773,222.0,173.0,0.1676300578034682,8.0,5.0,79.6,0.0
1653901361-d829dfb2-cd51-41ba-a804-94665ded5d82,2.8807339449541285,1.3771929824561404,322.6973944855208,1014.0,614.0,0.3697068403908795,8.0,34.0,8.117647058823529,0.11013215859030837
1653901585-084fce13-7d01-426c-83e3-ab1c550b0a7c,3.9344262295081966,14.673469387755102,28.900356426343812,754.0,594.0,0.1632996632996633,6.0,14.0,80.5,0.061855670103092786
1653905162-2f422ad7-0b5c-415e-aa72-e654bc0be900,5.194560669456067,25.391752577319586,47.98279084908335,869.0,712.0,0.1348314606741573,9.0,16.0,77.3125,0.010416666666666666
1653910089-4b607d09-24c3-4205-80b8-a7d168170f64,4.085714285714285,2.8205128205128207,238.89761613867137,881.0,562.0,0.34519572953736655,8.0,26.0,20.0,0.07731958762886598
1653912232-ce7c8c96-4c43-4383-8ec4-bcb97595cdd4,5.87378640776699,7.371428571428571,58.08905717409574,390.0,270.0,0.25555555555555554,4.0,21.0,20.904761904761905,0.057971014492753624
1653917144-78aa4e24-8afe-44af-b1d8-47b691e6a2e8,9.783333333333333,46.45544554455446,52.79389013742146,865.0,704.0,0.14204545454545456,10.0,14.0,88.21428571428571,0.05
1653917735-3b0ae848-7053-42dd-bc11-af0572a1135a,5.100436681222708,3.2780898876404496,875.9981651284864,1571.0,968.0,0.36673553719008267,9.0,100.0,9.78,0.05352112676056338
1653920941-13a02d36-4b65-4f3d-abe7-059261b1a5d3,4.779411764705882,7.114942528735632,77.54403816597372,483.0,329.0,0.2613981762917933,5.0,23.0,23.782608695652176,0.08139534883720931
1653921076-034d3254-b8b8-4efa-a647-4d8acf581e8b,11.166101694915254,44.52857142857143,76.96930540141774,574.0,456.0,0.1513157894736842,9.0,16.0,13.5625,0.028985507246376812
1653922060-9a5ca744-1ae5-49fa-92fc-8412dd2f001d,9.870967741935484,11.333333333333334,40.441400476123974,149.0,101.0,0.25742574257425743,4.0,6.0,47.666666666666664,0.11538461538461539
1653924516-8d813715-7205-407d-ad04-35247e4f91f4,7.813471502590674,10.238095238095237,180.5675312255291,782.0,515.0,0.283495145631068,8.0,50.0,27.4,0.03424657534246575
1653925023-6bbb2449-ecf9-448c-a31b-c3d3367c939d,6.594594594594595,8.021978021978022,72.46416498616685,459.0,302.0,0.2980132450331126,6.0,26.0,26.384615384615383,0.044444444444444446
1653928081-1d12827d-0023-47e7-91ee-68dde54aa7ed,5.2727272727272725,2.0530973451327434,157.66520970269858,1432.0,815.0,0.4147239263803681,4.0,95.0,6.431578947368421,0.01775147928994083
1653931304-e7e532b1-cd41-46a8-a71c-435dbe1a4e9c,4.584905660377358,3.831932773109244,159.59958070638228,520.0,331.0,0.3564954682779456,5.0,20.0,21.6,0.1694915254237288
1653933952-4277c6a1-2393-4d36-889a-3f5b9c416d20,11.735294117647058,81.61490683229813,2062.079326283853,1802.0,1540.0,0.1038961038961039,19.0,33.0,110.12121212121212,0.05625
1653933994-a44b833a-a23e-4772-acc3-fad0b754aba4,6.875,4.285714285714286,90.7009843938491,347.0,208.0,0.36538461538461536,4.0,20.0,12.3,0.10526315789473684
1653934695-c562cf42-75aa-40f3-9c9c-33a83037b6b3,6.786885245901639,2.340909090909091,408.6832968181705,778.0,447.0,0.39149888143176736,7.0,60.0,6.45,0.08
1653938845-21d25257-3ff0-453f-98f2-91bb06a76814,6.104761904761904,3.3684210526315788,524.2028326227004,845.0,522.0,0.3620689655172414,10.0,27.0,23.14814814814815,0.12169312169312169
1653941879-26f9348f-0bc1-496e-8507-3de86158cc49,3.3271028037383177,2.041176470588235,286.459596948686,793.0,492.0,0.3434959349593496,10.0,44.0,7.5,0.09467455621301775
1653942669-70b990b9-f4cf-45ce-beaf-7415c753e9fd,8.77897160399079,78.1027397260274,3199.1062146907543,1853.0,1617.0,0.08967223252937538,21.0,26.0,139.57692307692307,0.09655172413793103
1653943436-a0458d87-1076-4696-90ea-0dd2a662f392,5.818181818181818,10.666666666666666,32.41214398145676,182.0,127.0,0.2283464566929134,5.0,8.0,11.25,0.3103448275862069
1653945735-86b733d4-803f-4d30-ba22-8e7e8648a476,5.905594405594406,18.516483516483518,43.2284780794924,672.0,528.0,0.17045454545454544,7.0,13.0,108.46153846153847,0.022222222222222223
1653946791-a32a5a0b-d39c-4619-8083-e6274c238b3a,4.325301204819277,2.1497005988023954,593.7537883311609,1453.0,892.0,0.37331838565022424,12.0,50.0,9.0,0.09009009009009009
1653948163-04886850-d729-49e4-b6da-ca45cd149fa2,10.506039415130324,34.67019027484144,175.20688097169153,3426.0,2610.0,0.18084291187739462,14.0,140.0,117.12857142857143,0.03177966101694915
1653948795-0ce9935e-56c1-449b-9b71-a75c812a1acb,4.921348314606742,3.034965034965035,500.19408501784005,602.0,372.0,0.3817204301075269,5.0,32.0,13.34375,0.15492957746478872
1653953724-18fe7bcf-b7a1-4775-85a8-b768d41eb3d2,7.66,1.9441624365482233,918.3454802696964,842.0,494.0,0.3967611336032389,8.0,53.0,4.660377358490566,0.15306122448979592
1653955229-d1e99941-88e7-4a7c-b694-9acdd69fd2f9,4.704545454545454,13.8,35.188687245051064,104.0,78.0,0.1794871794871795,4.0,4.0,34.25,0.14285714285714285
1653958201-07b06acf-a4d0-4972-b976-43b27b046dc4,8.704545454545455,27.357142857142858,17.52111810729617,209.0,155.0,0.17419354838709677,8.0,5.0,86.8,0.2222222222222222
1653958534-24d75165-5143-4fbb-96c9-0b9a836403fd,7.477611940298507,6.036144578313253,110.60165547419199,391.0,244.0,0.3360655737704918,5.0,25.0,18.04,0.036585365853658534
1653959482-e4061680-b644-4425-b525-29b5c0445874,7.88295165394402,14.456470588235295,566.8754697130254,2414.0,1738.0,0.24395857307249713,16.0,71.0,8.577464788732394,0.030660377358490566
1653963565-ed712c51-905f-4e75-9d0b-d01b553a04e1,4.229508196721311,1.7916666666666667,960.59391067349,524.0,310.0,0.38387096774193546,8.0,31.0,5.903225806451613,0.12605042016806722
1653965581-f7bf7d45-ccdc-4389-91d3-3452eb6ed729,1.0,0.14285714285714285,1.2060267925262451,33.0,22.0,0.2727272727272727,3.0,0.0,0.0,0.8333333333333334
1653968547-8af12c72-c56b-4e61-9416-1c9909f49fbf,4.875,16.42105263157895,52.62238007622796,285.0,212.0,0.17452830188679244,6.0,9.0,57.0,0.0
1653968583-526c4131-d8ee-4534-9105-9071d2c07e65,4.911931818181818,10.035294117647059,75.33717305467736,995.0,707.0,0.23903818953323905,7.0,51.0,28.41176470588235,0.047337278106508875
1653968935-5581cfae-4c4e-4f72-9488-a010aaedca0d,3.72,1.803921568627451,172.9737037706745,611.0,371.0,0.40970350404312667,5.0,39.0,7.051282051282051,0.1513157894736842
1653971140-06a2b58d-4399-451b-bf4b-34492e14d6d4,10.558174904942966,52.42965779467681,100.30472730728518,2416.0,1965.0,0.13333333333333333,16.0,56.0,54.482142857142854,0.04961832061068702
1653972088-86d41930-556d-40fc-98b8-fd1fec086bc6,4.85207100591716,16.73469387755102,17.671544015407562,374.0,288.0,0.16666666666666666,6.0,18.0,35.388888888888886,0.0
1653973640-4258c1e6-5135-4e4d-9085-2de1e33fbb0f,5.288,17.394736842105264,34.168760389895056,275.0,209.0,0.17703349282296652,7.0,7.0,54.42857142857143,0.0
1653975346-e0f1c11d-3cde-4be7-8d68-463d389bce16,5.37037037037037,16.11111111111111,10.81966957449913,64.0,49.0,0.16326530612244897,7.0,1.0,33.0,0.0
1653976027-04070df8-4051-4d50-aeb0-b06660f4414c,3.3564356435643563,8.692307692307692,33.62009344602886,258.0,193.0,0.19689119170984457,8.0,6.0,40.166666666666664,0.0
1653977300-37aeeeff-e180-4008-8e53-537beaddf42d,10.941571259376234,181.07843137254903,35.433019553820294,3092.0,2877.0,0.052832811956899546,18.0,21.0,36.333333333333336,0.013157894736842105
1653983271-745aeb1d-c36b-4f4d-8dbf-47fbdce35ca3,6.046728971962617,18.784313725490197,144.98736271466294,1142.0,862.0,0.17633410672853828,12.0,43.0,60.58139534883721,0.039473684210526314
1653983281-6d55613a-8ae1-43cd-8bbc-edf068bdc39d,6.583984375,14.647826086956522,179.2784220242719,1409.0,1003.0,0.22831505483549352,11.0,69.0,45.91304347826087,0.048034934497816595
1653988827-3742ce02-6020-419c-bfe4-31fbae134a47,25.96,197.47826086956522,18509.951933920383,265.0,233.0,0.0944206008583691,7.0,1.0,0.0,0.45454545454545453
1653990274-9be2aabe-bd9b-4a26-8c60-40f15620a5b0,6.383941605839416,25.810126582278482,147.18000010035982,1305.0,1025.0,0.15317073170731707,15.0,47.0,60.42553191489362,0.050955414012738856
1653992263-deaab307-016b-4333-a128-2545f45f65d7,10.90625,22.6,43.63259983062744,92.0,64.0,0.21875,7.0,6.0,37.666666666666664,0.2857142857142857
1653993753-9920dac8-294e-4567-9b29-81901f39ad84,7.222222222222222,15.704081632653061,64.55044000822565,609.0,433.0,0.22401847575057737,8.0,30.0,43.666666666666664,0.05154639175257732
1653997500-2396661d-082e-439a-afeb-fdf9e055f27a,5.777777777777778,19.914285714285715,47.66202232700128,794.0,607.0,0.171334431630972,8.0,40.0,49.25,0.0
1653998009-79f45a9b-ca49-4007-814a-7a051d832f75,3.522935779816514,4.266666666666667,596.803837451993,932.0,631.0,0.2836767036450079,9.0,45.0,16.08888888888889,0.08379888268156424
1653998541-5edf8297-c6be-4f16-b294-05302ff8eb05,4.152694610778443,7.16580310880829,98.07252502183657,1116.0,774.0,0.24806201550387597,9.0,27.0,46.0,0.036458333333333336
1654001035-fc6f4961-d3cc-4eff-b030-578a9dfe21a9,4.654545454545454,15.835051546391753,24.919806683690926,715.0,554.0,0.17328519855595667,5.0,17.0,81.17647058823529,0.010416666666666666
1654005836-253358da-347b-4be9-9967-2ce088852507,2.3333333333333335,0.4666666666666667,34.32141399383545,72.0,43.0,0.32558139534883723,2.0,2.0,0.5,0.5
1654006005-8f94f494-d241-4274-974b-a22cd7e0d3f0,3.6214285714285714,5.28125,29.41874705190244,543.0,366.0,0.25956284153005466,3.0,15.0,26.0,0.031578947368421054
1654006473-5dd7f7c0-0acf-4902-9805-4767e63d2b6e,3.3285714285714287,2.775,282.5988598881346,396.0,254.0,0.3110236220472441,10.0,17.0,9.705882352941176,0.16455696202531644
1654007284-ff6867a1-38d6-4ac5-85aa-1b130b3f8eb5,5.570652173913044,7.094736842105263,229.5410902791553,1504.0,992.0,0.2862903225806452,9.0,64.0,29.953125,0.04929577464788732
1654008548-3a8a300d-fcb9-4724-824b-d6c43448a533,1.0,0.5,25.770430755615234,50.0,35.0,0.2,2.0,1.0,1.0,0.2857142857142857
1654008787-931fa974-40ef-4afe-8b06-a2f5779382da,1.0,0.125,1.9535176753997803,39.0,24.0,0.2916666666666667,2.0,1.0,0.0,0.8571428571428571
1654008923-30001fcf-f39b-47e1-b1a9-1f112df4fb74,7.3768115942028984,33.39473684210526,27.009970674514772,1311.0,1037.0,0.14561234329797493,10.0,25.0,51.08,0.006622516556291391
1654009230-dc8fad31-a8f1-4ac4-a30c-bb9a5e95dcfa,1.0,0.14285714285714285,1.6443419456481934,32.0,19.0,0.3157894736842105,2.0,1.0,0.0,0.8333333333333334
1654009523-105b8189-709f-44b3-9044-f4de98be1a07,1.0,0.1,1.0779633522033691,40.0,23.0,0.391304347826087,2.0,1.0,0.0,0.8888888888888888
1654010324-11392bed-f020-4737-b757-6584f3a49af6,3.2218181818181817,4.891364902506964,178.29855655596174,1922.0,1357.0,0.26381724392041267,10.0,53.0,28.09433962264151,0.027932960893854747
1654012492-2891b986-232d-4948-9c64-21895f09fc2a,1.0,0.16666666666666666,9.664062929153442,53.0,32.0,0.34375,2.0,1.0,0.0,0.5454545454545454
1654012703-2d808cbb-ffba-40c9-86b2-dab8761e90e4,1.0,0.35294117647058826,10.806733628114065,82.0,53.0,0.3018867924528302,2.0,2.0,2.5,0.25
1654013158-ac4b4fcd-4f43-4f91-b690-508360c9a8d3,2.0,0.46153846153846156,47.00629130999247,61.0,37.0,0.32432432432432434,2.0,2.0,2.5,0.25
1654013275-4f400591-71e8-495b-bdd4-7dac108c3944,1.0,0.36363636363636365,7.145279367764791,52.0,34.0,0.29411764705882354,2.0,1.0,0.0,0.4
1654013395-dbfb052a-ad6b-442b-bae9-405f63237b5d,1.0,0.2727272727272727,6.668044626712799,46.0,28.0,0.35714285714285715,2.0,1.0,0.0,0.6
1654013612-dd946b99-7bc7-4a6d-91b5-149688152203,1.0,0.3333333333333333,34.3324068069458,44.0,29.0,0.27586206896551724,2.0,2.0,1.0,0.375
1654013752-b979bb18-2cab-4713-88c5-36336afd75a6,1.0,0.18181818181818182,50.07674691081047,52.0,33.0,0.30303030303030304,2.0,1.0,1.0,0.2
1654013977-57299068-d7e3-45c0-950c-e7b3ad63c5cf,1.0,0.09090909090909091,1.0261569023132324,45.0,26.0,0.38461538461538464,2.0,1.0,0.0,0.9
1654017247-5ad022f1-5e20-4a7b-97e1-a0796db6c4a3,6.88,13.76,21.012893699464342,144.0,101.0,0.2376237623762376,4.0,3.0,46.333333333333336,0.125
1654018293-610e3ad8-2a7b-467c-b7ab-d8abd0c1275b,4.598130841121495,14.411764705882353,27.408958106205382,245.0,185.0,0.1783783783783784,5.0,5.0,64.0,0.12121212121212122
1654019562-78d23dad-16d6-4818-9afa-801ed1b244c7,6.900990099009901,39.22727272727273,48.15042811770772,488.0,410.0,0.1048780487804878,5.0,3.0,80.33333333333333,0.0
1654021559-21a08d6c-629e-46ae-861e-29d28e59ae3e,5.7272727272727275,3.3157894736842106,69.54907839828067,87.0,57.0,0.3157894736842105,3.0,4.0,10.5,0.0
1654023416-34cebf01-8bd2-4896-9908-16d038aed1f9,12.568627450980392,33.73684210526316,50.53002138137818,122.0,94.0,0.19148936170212766,6.0,1.0,3.0,0.4444444444444444
1654023931-2cfcfbd2-b2d6-4d59-a1f2-8d5f447c5735,1.0,0.125,1.1399967670440674,34.0,19.0,0.3684210526315789,2.0,2.0,0.0,0.8571428571428571
1654024332-14f5a67b-0df7-4ff3-abe7-0a4af56229f2,1.0,0.09090909090909091,41.477190664836336,89.0,51.0,0.4117647058823529,2.0,1.0,0.0,0.6666666666666666
1654024863-b7353059-04ab-426a-aa8b-7664442cc836,1.0,0.46153846153846156,11.862888288497924,64.0,39.0,0.3076923076923077,2.0,3.0,1.6666666666666667,0.16666666666666666
1654026111-8ab50860-8e7f-4dec-bf0c-c60519b933aa,16.82126168224299,198.69117647058823,54.66088340413852,2230.0,2036.0,0.06630648330058939,27.0,18.0,83.83333333333333,0.05925925925925926
1654033343-04ada912-2841-4599-a77d-a4284d2dec0c,6.776119402985074,6.754385964912281,50.610099201019,279.0,187.0,0.2994652406417112,5.0,15.0,17.266666666666666,0.07142857142857142
1654034132-38eb9844-372b-4aba-b755-6ab114c15961,12.246376811594203,12.803030303030303,30.251225400716066,340.0,214.0,0.3037383177570093,4.0,27.0,29.333333333333332,0.015384615384615385
1654036827-f4f72669-f197-47d8-a158-69b912984157,10.062645011600928,40.08571428571429,59.06535865481083,800.0,652.0,0.15950920245398773,6.0,30.0,90.13333333333334,0.0
1654038120-1e4da1fc-75b3-4a51-a04f-074841c03fc7,6.699029126213592,7.5,34.979073577457,497.0,325.0,0.28,4.0,28.0,19.535714285714285,0.10989010989010989
1654041055-822d7020-747d-41fb-9c09-fbc9c3146a16,3.536082474226804,7.297872340425532,20.072398812874503,272.0,197.0,0.233502538071066,4.0,10.0,31.4,0.0
1654042069-7c477e53-9cae-4ca4-b467-103b0ec935e2,2.6744186046511627,3.1944444444444446,19.095168318067277,186.0,126.0,0.2777777777777778,3.0,6.0,12.0,0.0
1654042573-8ee74771-7ab5-49c5-be5f-d6de484a866b,4.6438356164383565,8.921052631578947,23.355460373131006,214.0,155.0,0.23870967741935484,6.0,3.0,53.333333333333336,0.0
1654043348-6bb6ed4e-b868-4612-bc2c-4ad098a96bfc,4.593896713615023,12.423076923076923,59.6257722777705,1052.0,791.0,0.1959544879898862,11.0,20.0,54.9,0.0
1654049099-6bc7e32b-e393-445d-928a-0f2d723e93ce,8.443037974683545,12.127272727272727,25.023292892119464,296.0,199.0,0.271356783919598,4.0,10.0,49.6,0.05555555555555555
1654049762-7693cd12-b2f6-482e-8c15-4ee5cc2328bd,6.2153846153846155,11.730964467005077,91.36464377759035,1246.0,885.0,0.2214689265536723,7.0,61.0,35.63934426229508,0.015306122448979591
1654052448-245d510d-b99a-4a39-8d07-66aea5fde68e,2.9,0.8214285714285714,354.1031338827951,123.0,83.0,0.3253012048192771,11.0,1.0,0.0,0.7407407407407407
1654058390-2eb58c2c-2a1f-4173-b39c-811050ea01ed,1.5,0.23076923076923078,138.47695234417915,107.0,59.0,0.423728813559322,3.0,9.0,0.5555555555555556,0.68
1654059087-1f080117-fff1-47b5-b529-e6a2eb1d2545,5.523255813953488,25.0,32.45423243727003,162.0,131.0,0.13740458015267176,5.0,1.0,33.0,0.2222222222222222
1654060461-179d1d7e-d153-4940-95dc-c3982d5e7e2f,4.098265895953757,2.398550724637681,1255.3807436893512,1229.0,778.0,0.35347043701799485,19.0,94.0,1.872340425531915,0.16
1654060777-10d6fc85-8df0-4094-9f26-132289c6e8fd,7.6875,61.4,11.972301823752266,124.0,109.0,0.08256880733944955,6.0,0.0,0.0,0.2222222222222222
1654062048-4f8a0592-9df5-484e-ba4d-aed73b1d06b6,6.636612021857924,29.265060240963855,22.22245418153158,680.0,548.0,0.14963503649635038,6.0,16.0,49.375,0.0
1654062243-4c2d228a-7472-411c-a7c1-428abe6dbad1,4.611111111111111,16.73109243697479,127.13842789050751,933.0,720.0,0.1638888888888889,7.0,20.0,94.65,0.0423728813559322
1654065508-016426a2-e839-4a58-89f7-176c6be62035,21.493718592964825,288.1034482758621,41.34853796397938,998.0,927.0,0.061488673139158574,14.0,0.0,0.0,0.10526315789473684
1654066335-7702528c-4886-4816-961c-86810ef74792,7.014814814814815,20.2,48.05988362702456,314.0,237.0,0.18565400843881857,8.0,7.0,78.57142857142857,0.0
1654066583-73d1a56b-b83d-4d1c-ac1d-76d3a0d865f1,3.7411764705882353,6.215686274509804,46.844876084327694,285.0,193.0,0.25906735751295334,6.0,11.0,28.727272727272727,0.0
1654068446-59b16024-222f-45bd-8266-7de809de4374,5.647540983606557,31.046153846153846,25.43073350093404,619.0,507.0,0.126232741617357,7.0,9.0,129.11111111111111,0.046875
1654074340-e17376e1-acd3-41f6-acae-864c5255d239,1.0,0.25,1.1058802604675293,18.0,11.0,0.2727272727272727,2.0,0.0,0.0,0.6666666666666666
1654075012-91a9ec2a-9312-4fde-a8b3-c46659a05e62,5.469483568075117,20.963963963963963,23.211804083727916,898.0,699.0,0.15736766809728184,7.0,17.0,125.29411764705883,0.00909090909090909
1654078347-d060adce-2091-4c43-b10e-ebdee30e2ba9,8.604436229205175,27.458333333333332,167.4136756706882,1223.0,934.0,0.17880085653104924,12.0,47.0,51.57446808510638,0.11377245508982035
1654079722-d6ec595b-09e4-4c2a-a104-fe902503e2d3,5.3956639566395665,19.300970873786408,24.255571200675572,766.0,601.0,0.16971713810316139,11.0,21.0,87.23809523809524,0.049019607843137254
1654080109-41fb43b3-8372-4b49-9b22-4ffb2bb4f79b,5.898016997167139,17.49579831932773,57.47113115536539,834.0,618.0,0.19093851132686085,8.0,36.0,54.27777777777778,0.03389830508474576
1654080513-8bd9d926-431b-474b-a147-fa946635cecd,7.469298245614035,27.467741935483872,95.75484952280077,941.0,720.0,0.17083333333333334,6.0,33.0,91.75757575757575,0.04065040650406504
1654081877-d6a57137-e042-466f-adbe-483e68a27b5d,2.0714285714285716,1.8,591.545389856611,80.0,59.0,0.23728813559322035,6.0,2.0,13.0,0.5
1654082924-89698085-b9ee-406d-891b-2305891fe132,4.76530612244898,10.988235294117647,62.956550466008935,528.0,391.0,0.21483375959079284,10.0,13.0,56.69230769230769,0.011904761904761904
1654084969-ea55dd0a-d54f-4120-ad08-a2a2e41fd94c,4.768392370572207,11.82876712328767,102.66419584267624,926.0,679.0,0.21354933726067746,11.0,27.0,59.96296296296296,0.013793103448275862
1654087449-4b3ef07d-6993-45fa-b873-a4fca99d6fb4,7.087976539589443,11.42654028436019,1655.7768318382562,1110.0,849.0,0.24734982332155478,34.0,5.0,481.8,0.32857142857142857
1654089082-de82026b-a59a-458a-ad1f-89074ebde1ba,5.46530612244898,6.781609195402299,233.1594176082491,953.0,647.0,0.26738794435857804,16.0,31.0,31.322580645161292,0.08092485549132948
1654089198-3d17a6cc-8e27-468c-8399-dce00237054e,11.712250712250713,9.06401766004415,79.19175079014178,1956.0,1206.0,0.3747927031509121,10.0,83.0,48.024096385542165,0.01991150442477876
1654090552-25f49bbd-682b-4fb5-b5e4-ed26e79c5051,6.928571428571429,3.0848056537102475,860.9888512056865,2428.0,1479.0,0.3820148749154834,8.0,123.0,13.983739837398375,0.05486725663716814
